"","vbgem15","layer","lon.GK3","lat.GK3","lon.WGS84","lat.WGS84","AGS","RS","GEN","NUTS","digit6","gem15","gem15rs","name15","vbgnam15","raumt2010besiedlung","raumt2010lage","fl15_sum","z_bev15","popDens15","Road14","Road15","Road16","Road984"
"233661",9764000,515101,4331350,2759050,10.1384695119977,47.9449544481321,"09764000","097640000000","Memmingen","DE274","0",9764000,9.764e+10,"Memmingen","Memmingen","urban","zentral",70.14,42841,610.792700313658,0,0,0,0
"233671",9764000,515102,4332350,2759050,10.1518481768993,47.9449367779938,"09764000","097640000000","Memmingen","DE274","0",9764000,9.764e+10,"Memmingen","Memmingen","urban","zentral",70.14,42841,610.792700313658,0,0,0,0
"233676",9764000,515103,4333350,2759050,10.1652268329781,47.9449174792782,"09764000","097640000000","Memmingen","DE274","0",9764000,9.764e+10,"Memmingen","Memmingen","urban","zentral",70.14,42841,610.792700313658,0,0,0,0
"233674",9764000,515104,4334350,2759050,10.1786054794566,47.944896551987,"09764000","097640000000","Memmingen","DE274","0",9764000,9.764e+10,"Memmingen","Memmingen","urban","zentral",70.14,42841,610.792700313658,0,0,0,0
"240430",9778968,515105,4335350,2759050,10.1919841155575,47.9448739961223,"09778219","097785768219","Woringen","DE27C","5",9778219,97785768219,"Woringen","Bad Grönenbach (VGem)","rural","peripher",74.05,9454,127.670492910196,0,0,1840.19259233168,1112.14226526123
"240496",9778968,515106,4336350,2759050,10.2053627405035,47.9448498116861,"09778219","097785768219","Woringen","DE27C","5",9778219,97785768219,"Woringen","Bad Grönenbach (VGem)","rural","peripher",74.05,9454,127.670492910196,0,0,1665.85940132261,903.335152660871
"240272",9778965,515107,4337350,2759050,10.2187413535173,47.9448239986807,"09778162","097785765162","Lachen","DE27C","5",9778162,97785765162,"Lachen","Memmingerberg (VGem)","rural","zentral",51.64,10384,201.084430673896,0,0,0,0
"240239",9778965,515108,4338350,2759050,10.2321199538216,47.9447965571086,"09778162","097785765162","Lachen","DE27C","5",9778162,97785765162,"Lachen","Memmingerberg (VGem)","rural","zentral",51.64,10384,201.084430673896,0,0,0,1822.10285935422
"240249",9778965,515109,4339350,2759050,10.245498540639,47.9447674869722,"09778162","097785765162","Lachen","DE27C","5",9778162,97785765162,"Lachen","Memmingerberg (VGem)","rural","zentral",51.64,10384,201.084430673896,0,0,0,1699.18504394109
"240250",9778965,515110,4340350,2759050,10.2588771131923,47.9447367882744,"09778162","097785765162","Lachen","DE27C","5",9778162,97785765162,"Lachen","Memmingerberg (VGem)","rural","zentral",51.64,10384,201.084430673896,0,0,0,0
"240252",9778965,515111,4341350,2759050,10.2722556707042,47.9447044610179,"09778162","097785765162","Lachen","DE27C","5",9778162,97785765162,"Lachen","Memmingerberg (VGem)","rural","zentral",51.64,10384,201.084430673896,0,1295.36621479187,0,0
"239656",9778957,515112,4342350,2759050,10.2856342123974,47.9446705052058,"09778186","097785757186","Ottobeuren","DE27C","5",9778186,97785757186,"Ottobeuren, Markt","Ottobeuren (VGem)","suburban","peripher",91.12,10261,112.609745390694,0,1676.92439219521,0,878.819294458423
"239614",9778957,515113,4343350,2759050,10.2990127374945,47.9446349208414,"09778186","097785757186","Ottobeuren","DE27C","5",9778186,97785757186,"Ottobeuren, Markt","Ottobeuren (VGem)","suburban","peripher",91.12,10261,112.609745390694,0,3642.92651413159,0,1068.73107885377
"239600",9778957,515114,4344350,2759050,10.3123912452184,47.9445977079279,"09778186","097785757186","Ottobeuren","DE27C","5",9778186,97785757186,"Ottobeuren, Markt","Ottobeuren (VGem)","suburban","peripher",91.12,10261,112.609745390694,0,4329.69102395674,0,91.0194045597766
"239628",9778957,515115,4345350,2759050,10.3257697347918,47.9445588664688,"09778186","097785757186","Ottobeuren","DE27C","5",9778186,97785757186,"Ottobeuren, Markt","Ottobeuren (VGem)","suburban","peripher",91.12,10261,112.609745390694,0,2698.17472104841,0,0
"239612",9778957,515116,4346350,2759050,10.3391482054374,47.9445183964677,"09778186","097785757186","Ottobeuren","DE27C","5",9778186,97785757186,"Ottobeuren, Markt","Ottobeuren (VGem)","suburban","peripher",91.12,10261,112.609745390694,0,1800.64275381619,0,0
"239613",9778957,515117,4347350,2759050,10.3525266563779,47.9444762979285,"09778186","097785757186","Ottobeuren","DE27C","5",9778186,97785757186,"Ottobeuren, Markt","Ottobeuren (VGem)","suburban","peripher",91.12,10261,112.609745390694,0,2161.90618991906,0,0
"239670",9778957,515118,4348350,2759050,10.3659050868362,47.9444325708551,"09778186","097785757186","Ottobeuren","DE27C","5",9778186,97785757186,"Ottobeuren, Markt","Ottobeuren (VGem)","suburban","peripher",91.12,10261,112.609745390694,0,1982.30458422165,0,0
"239430",9778168,515119,4349350,2759050,10.379283496035,47.9443872152515,"09778168","097780168168","Markt Rettenbach","DE27C","0",9778168,97780168168,"Markt Rettenbach, Markt","Markt Rettenbach, Markt","rural","peripher",51.49,3777,73.354049329967,0,2047.05470817879,0,0
"239425",9778168,515120,4350350,2759050,10.3926618831971,47.9443402311221,"09778168","097780168168","Markt Rettenbach","DE27C","0",9778168,97780168168,"Markt Rettenbach, Markt","Markt Rettenbach, Markt","rural","peripher",51.49,3777,73.354049329967,0,3143.58822318846,0,1058.6489198335
"239431",9778168,515121,4351350,2759050,10.4060402475453,47.9442916184712,"09778168","097780168168","Markt Rettenbach","DE27C","0",9778168,97780168168,"Markt Rettenbach, Markt","Markt Rettenbach, Markt","rural","peripher",51.49,3777,73.354049329967,0,1735.17434581894,0,1634.37529897539
"239432",9778168,515122,4352350,2759050,10.4194185883023,47.9442413773033,"09778168","097780168168","Markt Rettenbach","DE27C","0",9778168,97780168168,"Markt Rettenbach, Markt","Markt Rettenbach, Markt","rural","peripher",51.49,3777,73.354049329967,0,0,0,1808.81865441258
"239428",9778168,515123,4353350,2759050,10.4327969046911,47.9441895076233,"09778168","097780168168","Markt Rettenbach","DE27C","0",9778168,97780168168,"Markt Rettenbach, Markt","Markt Rettenbach, Markt","rural","peripher",51.49,3777,73.354049329967,0,0,0,1939.6172595773
"240313",9778966,515124,4354350,2759050,10.4461751959344,47.9441360094359,"09778207","097785766207","Unteregg","DE27C","5",9778207,97785766207,"Unteregg","Dirlewang (VGem)","rural","peripher",77.67,5807,74.7650315437106,0,0,0,1975.67205243923
"240304",9778966,515125,4355350,2759050,10.459553461255,47.9440808827461,"09778207","097785766207","Unteregg","DE27C","5",9778207,97785766207,"Unteregg","Dirlewang (VGem)","rural","peripher",77.67,5807,74.7650315437106,0,0,0,1961.83764329972
"240292",9778966,515126,4356350,2759050,10.4729316998759,47.9440241275591,"09778207","097785766207","Unteregg","DE27C","5",9778207,97785766207,"Unteregg","Dirlewang (VGem)","rural","peripher",77.67,5807,74.7650315437106,0,0,0,1817.57843557533
"238829",9777953,515127,4357350,2759050,10.4863099110199,47.9439657438803,"09777124","097775753124","Eggenthal","DE27B","5",9777124,97775753124,"Eggenthal","Eggenthal (VGem)","rural","peripher",76.64,4163,54.3188935281837,0,0,0,1065.77905826724
"240330",9778966,515128,4358350,2759050,10.4996880939098,47.943905731715,"09778207","097785766207","Unteregg","DE27C","5",9778207,97785766207,"Unteregg","Dirlewang (VGem)","rural","peripher",77.67,5807,74.7650315437106,0,0,0,0
"240317",9778966,515129,4359350,2759050,10.5130662477685,47.943844091069,"09778207","097785766207","Unteregg","DE27C","5",9778207,97785766207,"Unteregg","Dirlewang (VGem)","rural","peripher",77.67,5807,74.7650315437106,0,0,0,0
"238843",9777953,515130,4360350,2759050,10.526444371819,47.9437808219479,"09777114","097775753114","Baisweil","DE27B","5",9777114,97775753114,"Baisweil","Eggenthal (VGem)","rural","peripher",76.64,4163,54.3188935281837,0,0,0,0
"238798",9777953,515131,4361350,2759050,10.5398224652842,47.9437159243578,"09777114","097775753114","Baisweil","DE27B","5",9777114,97775753114,"Baisweil","Eggenthal (VGem)","rural","peripher",76.64,4163,54.3188935281837,0,0,0,2452.75541183407
"238789",9777953,515132,4362350,2759050,10.553200527387,47.9436493983046,"09777114","097775753114","Baisweil","DE27B","5",9777114,97775753114,"Baisweil","Eggenthal (VGem)","rural","peripher",76.64,4163,54.3188935281837,0,0,0,1146.87950752964
"238792",9777953,515133,4363350,2759050,10.5665785573503,47.9435812437946,"09777114","097775753114","Baisweil","DE27B","5",9777114,97775753114,"Baisweil","Eggenthal (VGem)","rural","peripher",76.64,4163,54.3188935281837,0,0,0,0
"238521",9777949,515134,4364350,2759050,10.579956554397,47.9435114608342,"09777158","097775749158","Pforzen","DE27B","5",9777158,97775749158,"Pforzen","Pforzen (VGem)","suburban","peripher",49.58,5002,100.887454618798,0,0,0,0
"238546",9777949,515135,4365350,2759050,10.5933345177503,47.9434400494299,"09777158","097775749158","Pforzen","DE27B","5",9777158,97775749158,"Pforzen","Pforzen (VGem)","suburban","peripher",49.58,5002,100.887454618798,1890.19119265733,0,0,0
"238523",9777949,515136,4366350,2759050,10.606712446633,47.9433670095884,"09777158","097775749158","Pforzen","DE27B","5",9777158,97775749158,"Pforzen","Pforzen (VGem)","suburban","peripher",49.58,5002,100.887454618798,1901.8073038708,1565.38121852131,0,0
"238522",9777949,515137,4367350,2759050,10.6200903402682,47.9432923413166,"09777158","097775749158","Pforzen","DE27B","5",9777158,97775749158,"Pforzen","Pforzen (VGem)","suburban","peripher",49.58,5002,100.887454618798,0,1464.4280121054,0,0
"238537",9777949,515138,4368350,2759050,10.6334681978789,47.9432160446215,"09777164","097775749164","Rieden","DE27B","5",9777164,97775749164,"Rieden","Pforzen (VGem)","rural","peripher",49.58,5002,100.887454618798,0,0,0,0
"238516",9777949,515139,4369350,2759050,10.6468460186881,47.9431381195101,"09777164","097775749164","Rieden","DE27B","5",9777164,97775749164,"Rieden","Pforzen (VGem)","rural","peripher",49.58,5002,100.887454618798,0,0,0,0
"238535",9777949,515140,4370350,2759050,10.6602238019189,47.9430585659897,"09777164","097775749164","Rieden","DE27B","5",9777164,97775749164,"Rieden","Pforzen (VGem)","rural","peripher",49.58,5002,100.887454618798,1648.52835938949,0,0,0
"237938",9777130,515141,4371350,2759050,10.6736015467943,47.942977384068,"09777130","097770130130","Germaringen","DE27B","0",9777130,97770130130,"Germaringen","Germaringen","suburban","peripher",22.88,3801,166.127622377622,1872.87442920968,0,0,0
"237934",9777130,515142,4372350,2759050,10.6869792525375,47.9428945737523,"09777130","097770130130","Germaringen","DE27B","0",9777130,97770130130,"Germaringen","Germaringen","suburban","peripher",22.88,3801,166.127622377622,0,0,0,0
"238568",9777951,515143,4373350,2759050,10.7003569183716,47.9428101350505,"09777155","097775751155","Oberostendorf","DE27B","5",9777155,97775751155,"Oberostendorf","Westendorf (VGem)","rural","peripher",85.7,7342,85.6709451575262,0,0,0,0
"238583",9777951,515144,4374350,2759050,10.7137345435197,47.9427240679705,"09777182","097775751182","Westendorf","DE27B","5",9777182,97775751182,"Westendorf","Westendorf (VGem)","rural","peripher",85.7,7342,85.6709451575262,0,702.444003746616,0,0
"238589",9777951,515145,4375350,2759050,10.7271121272049,47.9426363725203,"09777155","097775751155","Oberostendorf","DE27B","5",9777155,97775751155,"Oberostendorf","Westendorf (VGem)","rural","peripher",85.7,7342,85.6709451575262,0,1691.5040938236,0,0
"238613",9777951,515146,4376350,2759050,10.7404896686504,47.9425470487082,"09777155","097775751155","Oberostendorf","DE27B","5",9777155,97775751155,"Oberostendorf","Westendorf (VGem)","rural","peripher",85.7,7342,85.6709451575262,0,4266.29509717651,0,0
"238593",9777951,515147,4377350,2759050,10.7538671670794,47.9424560965425,"09777155","097775751155","Oberostendorf","DE27B","5",9777155,97775751155,"Oberostendorf","Westendorf (VGem)","rural","peripher",85.7,7342,85.6709451575262,0,2885.2192270045,0,0
"238603",9777951,515148,4378350,2759050,10.7672446217151,47.9423635160317,"09777155","097775751155","Oberostendorf","DE27B","5",9777155,97775751155,"Oberostendorf","Westendorf (VGem)","rural","peripher",85.7,7342,85.6709451575262,0,1325.94306139424,0,0
"238600",9777951,515149,4379350,2759050,10.7806220317807,47.9422693071846,"09777155","097775751155","Oberostendorf","DE27B","5",9777155,97775751155,"Oberostendorf","Westendorf (VGem)","rural","peripher",85.7,7342,85.6709451575262,0,1895.31645310968,0,0
"238592",9777951,515150,4380350,2759050,10.7939993964996,47.9421734700098,"09777155","097775751155","Oberostendorf","DE27B","5",9777155,97775751155,"Oberostendorf","Westendorf (VGem)","rural","peripher",85.7,7342,85.6709451575262,0,2103.6841178315,0,0
"183747",9181938,515151,4381350,2759050,10.8073767150948,47.9420760045164,"09181121","091815138121","Fuchstal","DE21E","5",9181121,91815138121,"Fuchstal","Fuchstal (VGem)","rural","peripher",52.54,5179,98.57251617815,0,2044.71657260468,0,0
"183736",9181938,515152,4382350,2759050,10.8207539867899,47.9419769107136,"09181121","091815138121","Fuchstal","DE21E","5",9181121,91815138121,"Fuchstal","Fuchstal (VGem)","rural","peripher",52.54,5179,98.57251617815,0,1992.44247211808,0,0
"183708",9181938,515153,4383350,2759050,10.8341312108079,47.9418761886105,"09181121","091815138121","Fuchstal","DE21E","5",9181121,91815138121,"Fuchstal","Fuchstal (VGem)","rural","peripher",52.54,5179,98.57251617815,0,1576.84588212278,0,0
"183728",9181938,515154,4384350,2759050,10.8475083863724,47.9417738382167,"09181121","091815138121","Fuchstal","DE21E","5",9181121,91815138121,"Fuchstal","Fuchstal (VGem)","rural","peripher",52.54,5179,98.57251617815,0,0,0,0
"183731",9181938,515155,4385350,2759050,10.8608855127066,47.9416698595416,"09181121","091815138121","Fuchstal","DE21E","5",9181121,91815138121,"Fuchstal","Fuchstal (VGem)","rural","peripher",52.54,5179,98.57251617815,1871.00382530746,0,0,0
"183934",9181942,515156,4386350,2759050,10.8742625890339,47.9415642525951,"09181133","091815142133","Vilgertshofen","DE21E","5",9181133,91815142133,"Vilgertshofen","Reichling (VGem)","rural","peripher",102.55,9001,87.7718186250609,1603.2066141338,0,0,0
"183967",9181942,515157,4387350,2759050,10.8876396145777,47.941457017387,"09181135","091815142135","Reichling","DE21E","5",9181135,91815142135,"Reichling","Reichling (VGem)","rural","peripher",102.55,9001,87.7718186250609,0,0,0,0
"183935",9181942,515158,4388350,2759050,10.9010165885615,47.9413481539273,"09181135","091815142135","Reichling","DE21E","5",9181135,91815142135,"Reichling","Reichling (VGem)","rural","peripher",102.55,9001,87.7718186250609,0,0,0,0
"183969",9181942,515159,4389350,2759050,10.9143935102087,47.9412376622263,"09181133","091815142133","Vilgertshofen","DE21E","5",9181133,91815142133,"Vilgertshofen","Reichling (VGem)","rural","peripher",102.55,9001,87.7718186250609,0,0,0,0
"183965",9181942,515160,4390350,2759050,10.9277703787428,47.9411255422943,"09181135","091815142135","Reichling","DE21E","5",9181135,91815142135,"Reichling","Reichling (VGem)","rural","peripher",102.55,9001,87.7718186250609,0,0,0,0
"183942",9181942,515161,4391350,2759050,10.9411471933873,47.9410117941418,"09181135","091815142135","Reichling","DE21E","5",9181135,91815142135,"Reichling","Reichling (VGem)","rural","peripher",102.55,9001,87.7718186250609,0,0,0,0
"183932",9181942,515162,4392350,2759050,10.9545239533657,47.9408964177794,"09181135","091815142135","Reichling","DE21E","5",9181135,91815142135,"Reichling","Reichling (VGem)","rural","peripher",102.55,9001,87.7718186250609,0,1962.31659545322,0,0
"183912",9181942,515163,4393350,2759050,10.9679006579015,47.9407794132179,"09181135","091815142135","Reichling","DE21E","5",9181135,91815142135,"Reichling","Reichling (VGem)","rural","peripher",102.55,9001,87.7718186250609,0,1305.97537062534,0,0
"183924",9181942,515164,4394350,2759050,10.9812773062184,47.9406607804683,"09181135","091815142135","Reichling","DE21E","5",9181135,91815142135,"Reichling","Reichling (VGem)","rural","peripher",102.55,9001,87.7718186250609,0,0,0,0
"183417",9181114,515165,4395350,2759050,10.9946538975399,47.9405405195417,"09181114","091810114114","Dießen am Ammersee","DE21E","0",9181114,91810114114,"Dießen am Ammersee, Markt","Dießen am Ammersee, Markt","suburban","zentral",82.65,10326,124.936479128857,0,0,0,0
"183385",9181114,515166,4396350,2759050,11.0080304310897,47.9404186304494,"09181114","091810114114","Dießen am Ammersee","DE21E","0",9181114,91810114114,"Dießen am Ammersee, Markt","Dießen am Ammersee, Markt","suburban","zentral",82.65,10326,124.936479128857,0,0,0,0
"183430",9181114,515167,4397350,2759050,11.0214069060914,47.9402951132027,"09181114","091810114114","Dießen am Ammersee","DE21E","0",9181114,91810114114,"Dießen am Ammersee, Markt","Dießen am Ammersee, Markt","suburban","zentral",82.65,10326,124.936479128857,0,1037.01441617501,0,0
"183403",9181114,515168,4398350,2759050,11.0347833217687,47.9401699678132,"09181114","091810114114","Dießen am Ammersee","DE21E","0",9181114,91810114114,"Dießen am Ammersee, Markt","Dießen am Ammersee, Markt","suburban","zentral",82.65,10326,124.936479128857,0,2011.41106700783,0,0
"183401",9181114,515169,4399350,2759050,11.0481596773454,47.9400431942926,"09181114","091810114114","Dießen am Ammersee","DE21E","0",9181114,91810114114,"Dießen am Ammersee, Markt","Dießen am Ammersee, Markt","suburban","zentral",82.65,10326,124.936479128857,0,1958.45029237897,0,0
"183392",9181114,515170,4400350,2759050,11.0615359720451,47.9399147926529,"09181114","091810114114","Dießen am Ammersee","DE21E","0",9181114,91810114114,"Dießen am Ammersee, Markt","Dießen am Ammersee, Markt","suburban","zentral",82.65,10326,124.936479128857,0,1385.35526961647,0,0
"183390",9181114,515171,4401350,2759050,11.0749122050916,47.9397847629059,"09181114","091810114114","Dießen am Ammersee","DE21E","0",9181114,91810114114,"Dießen am Ammersee, Markt","Dießen am Ammersee, Markt","suburban","zentral",82.65,10326,124.936479128857,0,740.528961581296,0,0
"183388",9181114,515172,4402350,2759050,11.0882883757087,47.9396531050639,"09181114","091810114114","Dießen am Ammersee","DE21E","0",9181114,91810114114,"Dießen am Ammersee, Markt","Dießen am Ammersee, Markt","suburban","zentral",82.65,10326,124.936479128857,0,765.234848107177,0,0
"183424",9181114,515173,4403350,2759050,11.1016644831203,47.9395198191392,"09181114","091810114114","Dießen am Ammersee","DE21E","0",9181114,91810114114,"Dießen am Ammersee, Markt","Dießen am Ammersee, Markt","suburban","zentral",82.65,10326,124.936479128857,0,2070.74502612663,0,0
"183452",9181114,515174,4404350,2759050,11.1150405265502,47.9393849051443,"09181114","091810114114","Dießen am Ammersee","DE21E","0",9181114,91810114114,"Dießen am Ammersee, Markt","Dießen am Ammersee, Markt","suburban","zentral",82.65,10326,124.936479128857,0,2337.92166478755,0,0
"183429",9181114,515175,4405350,2759050,11.1284165052223,47.9392483630918,"09181114","091810114114","Dießen am Ammersee","DE21E","0",9181114,91810114114,"Dießen am Ammersee, Markt","Dießen am Ammersee, Markt","suburban","zentral",82.65,10326,124.936479128857,0,1211.39572890597,0,0
"356479",NA,515176,4406350,2759050,11.1417924183605,47.9391101929945,"09181451","091819451451","Ammersee","DE21E","9",NA,NA,NA,NA,"rural","sehr peripher",NA,NA,NA,0,1127.77882735822,0,0
"191196",9190138,515177,4407350,2759050,11.1551682651887,47.9389703948653,"09190138","091900138138","Pähl","DE21N","0",9190138,91900138138,"Pähl","Pähl","rural","zentral",32.22,2374,73.6809435133458,0,1972.56453140854,0,0
"191194",9190138,515178,4408350,2759050,11.1685440449309,47.9388289687173,"09190138","091900138138","Pähl","DE21N","0",9190138,91900138138,"Pähl","Pähl","rural","zentral",32.22,2374,73.6809435133458,0,0,0,0
"191188",9190138,515179,4409350,2759050,11.1819197568112,47.9386859145637,"09190138","091900138138","Pähl","DE21N","0",9190138,91900138138,"Pähl","Pähl","rural","zentral",32.22,2374,73.6809435133458,0,0,0,0
"189339",9188117,515180,4410350,2759050,11.1952954000535,47.938541232418,"09188117","091880117117","Andechs","DE21L","0",9188117,91880117117,"Andechs","Andechs","rural","zentral",40.44,3527,87.215628090999,0,0,0,0
"189350",9188117,515181,4411350,2759050,11.208670973882,47.9383949222935,"09188117","091880117117","Andechs","DE21L","0",9188117,91880117117,"Andechs","Andechs","rural","zentral",40.44,3527,87.215628090999,0,0,0,0
"189345",9188117,515182,4412350,2759050,11.2220464775207,47.9382469842042,"09188117","091880117117","Andechs","DE21L","0",9188117,91880117117,"Andechs","Andechs","rural","zentral",40.44,3527,87.215628090999,0,628.396911211626,0,0
"189333",9188117,515183,4413350,2759050,11.2354219101938,47.9380974181637,"09188117","091880117117","Andechs","DE21L","0",9188117,91880117117,"Andechs","Andechs","rural","zentral",40.44,3527,87.215628090999,0,1418.24407072535,0,0
"189635",9188141,515184,4414350,2759050,11.2487972711255,47.9379462241861,"09188141","091880141141","Tutzing","DE21L","0",9188141,91880141141,"Tutzing","Tutzing","suburban","zentral",35.65,9893,277.50350631136,1817.18398093079,1615.91891833095,0,0
"189629",9188141,515185,4415350,2759050,11.2621725595399,47.9377934022855,"09188141","091880141141","Tutzing","DE21L","0",9188141,91880141141,"Tutzing","Tutzing","suburban","zentral",35.65,9893,277.50350631136,1766.18192741753,589.35889709168,0,0
"189644",9188141,515186,4416350,2759050,11.2755477746612,47.9376389524764,"09188141","091880141141","Tutzing","DE21L","0",9188141,91880141141,"Tutzing","Tutzing","suburban","zentral",35.65,9893,277.50350631136,0,0,0,0
"189358",9188118,515187,4417350,2759050,11.2889229157139,47.9374828747729,"09188118","091880118118","Feldafing","DE21L","0",9188118,91880118118,"Feldafing","Feldafing","urban","zentral",9.15,4333,473.551912568306,0,1762.42921337275,0,0
"355717",NA,515188,4418350,2759050,11.302297981922,47.9373251691899,"09188451","091889451451","Starnberger See","DE21L","9",NA,NA,NA,NA,"rural","sehr peripher",NA,NA,NA,0,1729.34236514244,0,0
"356082",NA,515189,4419350,2759050,11.3156729725101,47.937165835742,"09188451","091889451451","Starnberger See","DE21L","9",NA,NA,NA,NA,"rural","sehr peripher",NA,NA,NA,0,0,0,0
"354990",NA,515190,4420350,2759050,11.3290478867025,47.9370048744442,"09188451","091889451451","Starnberger See","DE21L","9",NA,NA,NA,NA,"rural","sehr peripher",NA,NA,NA,0,0,0,0
"189303",9188113,515191,4421350,2759050,11.3424227237235,47.9368422853115,"09188113","091880113113","Berg","DE21L","0",9188113,91880113113,"Berg","Berg","suburban","sehr zentral",36.62,8264,225.669033315128,0,1581.3308770269,0,0
"189302",9188113,515192,4422350,2759050,11.3557974827977,47.9366780683591,"09188113","091880113113","Berg","DE21L","0",9188113,91880113113,"Berg","Berg","suburban","sehr zentral",36.62,8264,225.669033315128,0,1957.91306815568,0,0
"189282",9188113,515193,4423350,2759050,11.3691721631494,47.9365122236024,"09188113","091880113113","Berg","DE21L","0",9188113,91880113113,"Berg","Berg","suburban","sehr zentral",36.62,8264,225.669033315128,0,0,0,0
"189307",9188113,515194,4424350,2759050,11.3825467640033,47.9363447510569,"09188113","091880113113","Berg","DE21L","0",9188113,91880113113,"Berg","Berg","suburban","sehr zentral",36.62,8264,225.669033315128,0,0,0,0
"189296",9188113,515195,4425350,2759050,11.3959212845839,47.9361756507383,"09188113","091880113113","Berg","DE21L","0",9188113,91880113113,"Berg","Berg","suburban","sehr zentral",36.62,8264,225.669033315128,0,0,1543.66785644311,0
"177277",9173130,515196,4426350,2759050,11.4092957241158,47.9360049226624,"09173130","091730130130","Icking","DE216","0",9173130,91730130130,"Icking","Icking","urban","zentral",16.99,3780,222.48381400824,0,0,1963.836491439,0
"177279",9173130,515197,4427350,2759050,11.4226700818235,47.9358325668452,"09173130","091730130130","Icking","DE216","0",9173130,91730130130,"Icking","Icking","urban","zentral",16.99,3780,222.48381400824,2052.08346344981,0,0,0
"177153",9173120,515198,4428350,2759050,11.4360443569319,47.9356585833027,"09173120","091730120120","Egling","DE216","0",9173120,91730120120,"Egling","Egling","rural","zentral",74.05,5456,73.6799459824443,349.164270146537,0,0,0
"177115",9173120,515199,4429350,2759050,11.4494185486655,47.9354829720514,"09173120","091730120120","Egling","DE216","0",9173120,91730120120,"Egling","Egling","rural","zentral",74.05,5456,73.6799459824443,0,0,0,0
"177102",9173120,515200,4430350,2759050,11.4627926562491,47.9353057331075,"09173120","091730120120","Egling","DE216","0",9173120,91730120120,"Egling","Egling","rural","zentral",74.05,5456,73.6799459824443,0,0,0,0
"177090",9173120,515201,4431350,2759050,11.4761666789076,47.9351268664878,"09173120","091730120120","Egling","DE216","0",9173120,91730120120,"Egling","Egling","rural","zentral",74.05,5456,73.6799459824443,0,0,0,0
"177138",9173120,515202,4432350,2759050,11.4895406158657,47.9349463722088,"09173120","091730120120","Egling","DE216","0",9173120,91730120120,"Egling","Egling","rural","zentral",74.05,5456,73.6799459824443,0,1497.62622177669,0,0
"177148",9173120,515203,4433350,2759050,11.5029144663483,47.9347642502876,"09173120","091730120120","Egling","DE216","0",9173120,91730120120,"Egling","Egling","rural","zentral",74.05,5456,73.6799459824443,0,2896.95231378021,0,0
"177110",9173120,515204,4434350,2759050,11.5162882295803,47.9345805007411,"09173120","091730120120","Egling","DE216","0",9173120,91730120120,"Egling","Egling","rural","zentral",74.05,5456,73.6799459824443,0,1555.91716325029,0,0
"177099",9173120,515205,4435350,2759050,11.5296619047867,47.9343951235865,"09173120","091730120120","Egling","DE216","0",9173120,91730120120,"Egling","Egling","rural","zentral",74.05,5456,73.6799459824443,0,802.250012854899,0,0
"177156",9173120,515206,4436350,2759050,11.5430354911924,47.9342081188411,"09173120","091730120120","Egling","DE216","0",9173120,91730120120,"Egling","Egling","rural","zentral",74.05,5456,73.6799459824443,0,1666.26430114487,0,0
"177103",9173120,515207,4437350,2759050,11.5564089880225,47.9340194865226,"09173120","091730120120","Egling","DE216","0",9173120,91730120120,"Egling","Egling","rural","zentral",74.05,5456,73.6799459824443,0,2041.95752206731,0,0
"177126",9173120,515208,4438350,2759050,11.569782394502,47.9338292266484,"09173120","091730120120","Egling","DE216","0",9173120,91730120120,"Egling","Egling","rural","zentral",74.05,5456,73.6799459824443,0,3513.40252152082,0,0
"177123",9173120,515209,4439350,2759050,11.5831557098561,47.9336373392365,"09173120","091730120120","Egling","DE216","0",9173120,91730120120,"Egling","Egling","rural","zentral",74.05,5456,73.6799459824443,0,1656.12588924736,0,0
"177121",9173120,515210,4440350,2759050,11.5965289333099,47.9334438243046,"09173120","091730120120","Egling","DE216","0",9173120,91730120120,"Egling","Egling","rural","zentral",74.05,5456,73.6799459824443,0,0,0,0
"186214",9184141,515211,4441350,2759050,11.6099020640885,47.9332486818711,"09184141","091840141141","Sauerlach","DE21H","0",9184141,91840141141,"Sauerlach","Sauerlach","rural","sehr zentral",56.94,7705,135.317878468563,0,0,0,0
"186203",9184141,515212,4442350,2759050,11.6232751014173,47.933051911954,"09184141","091840141141","Sauerlach","DE21H","0",9184141,91840141141,"Sauerlach","Sauerlach","rural","sehr zentral",56.94,7705,135.317878468563,0,0,0,0
"186213",9184141,515213,4443350,2759050,11.6366480445216,47.9328535145718,"09184141","091840141141","Sauerlach","DE21H","0",9184141,91840141141,"Sauerlach","Sauerlach","rural","sehr zentral",56.94,7705,135.317878468563,0,0,0,0
"186183",9184141,515214,4444350,2759050,11.6500208926265,47.9326534897431,"09184141","091840141141","Sauerlach","DE21H","0",9184141,91840141141,"Sauerlach","Sauerlach","rural","sehr zentral",56.94,7705,135.317878468563,0,1812.10700082847,0,0
"186186",9184141,515215,4445350,2759050,11.6633936449576,47.9324518374865,"09184141","091840141141","Sauerlach","DE21H","0",9184141,91840141141,"Sauerlach","Sauerlach","rural","sehr zentral",56.94,7705,135.317878468563,0,1712.25302815083,0,0
"184604",9182127,515216,4446350,2759050,11.6767663007403,47.932248557821,"09182127","091820127127","Otterfing","DE21F","0",9182127,91820127127,"Otterfing","Otterfing","suburban","zentral",21.16,4699,222.069943289225,0,0,0,0
