"ID","Y","Lon","Lat","Alt","Type","HighDens","LowDens","Ind","Transp","Seap","Airp","Constr","UrbGreen","Agri","Forest","popDens","PriRoad","SecRoad","NatMot","LocRoute"
"DEBY004",16.70029583,9.171544,49.869422,124,"background",0,0.376996805111821,0.012779552715655,0,0,0,0,0,0.472843450479233,0.0830670926517572,320.201173512154,0,1957.34881291261,0,0
"DEBY007",27.50088601,10.88837,48.376576,477,"background",0.129337539432177,0.615141955835962,0.217665615141956,0.028391167192429,0,0,0,0.00946372239747634,0,0,1950.24516480523,0,0,0,787.353406099278
"DEBY099",19.15187828,10.903051,48.326013,495,"background",0,0.39873417721519,0.414556962025316,0.00632911392405063,0,0,0,0,0.060126582278481,0.120253164556962,1950.24516480523,0,0,0,0
"DEBY031",21.74234548,10.306561,47.72514,678,"background",0.26517571884984,0.699680511182109,0,0,0,0,0,0,0,0.0351437699680511,1057.94879898862,1412.63009487446,0,0,1099.75468027919
"DEBY052",27.97647596,10.008293,48.397079,470,"background",0.166666666666667,0.518867924528302,0.210691823899371,0,0,0,0,0.10062893081761,0,0.00314465408805031,706.978754940711,0,2035.91516418386,0,0
"DEBY187",17.83218503,10.59772,48.95218,417,"background",0,0.493670886075949,0.0411392405063291,0,0,0,0,0,0.465189873417722,0,93.4556523209605,1973.32361556689,429.069865923217,0,0
"DEBY122",5.59196595,10.404232,47.518013,1169,"background",0,0.0888888888888889,0,0,0,0,0,0,0.441269841269841,0.26984126984127,36.6890217232833,2875.40719482234,0,0,0
"DESL010",22.79726282,6.948776,49.244247,211,"background",0,0.591639871382637,0.244372990353698,0,0,0,0,0.154340836012862,0,0.00964630225080386,1066.1978574421,1959.59897110032,0,52.1754376150501,0
"DESL011",16.41714497,7.036322,49.237227,315,"background",0,0.504761904761905,0.0698412698412698,0,0,0,0,0,0,0.425396825396825,1066.1978574421,0,0,0,0
"DESL012",30.84416638,6.987601,49.233464,192,"background",0.364217252396166,0.460063897763578,0.121405750798722,0.0351437699680511,0,0,0,0.0191693290734824,0,0,1066.1978574421,5567.01924184548,0,2084.77125471862,0
"DESL018",21.35228708,7.061679,49.299373,236,"background",0,0.71608832807571,0.00630914826498423,0,0,0,0,0,0,0.277602523659306,1005.89330024814,0,0,1156.95599702611,0
"DESL017",19.5775671,6.867744,49.254344,189,"background",0.0477707006369427,0.445859872611465,0.194267515923567,0,0,0,0,0.127388535031847,0,0.0636942675159236,583.405397346056,1916.47129993044,0,1222.1337574206,0
"DESL003",17.97481909,6.73354,49.357861,185,"background",0,0.398713826366559,0.414790996784566,0,0,0,0,0,0,0.186495176848875,920.299048482102,0,1408.58996809612,0,0
"DESL019",8.8389302,6.552037,49.416884,339,"background",0,0,0,0,0,0,0,0,0.780952380952381,0.219047619047619,236.805101373447,0,0,0,0
"DESL013",20.313117,6.753639,49.322646,181,"background",0,0.348101265822785,0.30379746835443,0,0,0,0,0.0854430379746835,0.183544303797468,0,803.512826438641,4158.39612664866,0,0,0
"DEBE010",27.87170178,13.349326,52.543041,35,"background",0,0.525477707006369,0.318471337579618,0,0.0605095541401274,0,0,0.0955414012738854,0,0,3947.59501620518,0,0,0,1613.30530761197
"DEBE018",25.77139214,13.348775,52.485814,40,"background",0,0.889240506329114,0.0759493670886076,0,0,0,0,0.0348101265822785,0,0,3947.59501620518,1990.68047168239,0,306.104771220195,0
"DEBE027",13.73528497,13.368103,52.398406,45,"background",0,0.0769230769230769,0.233974358974359,0,0,0,0,0.230769230769231,0.445512820512821,0.0128205128205128,3947.59501620518,0,0,0,0
"DEBE032",13.18640206,13.225144,52.473192,50,"background",0,0,0,0.0316455696202532,0,0,0,0,0,0.968354430379747,3947.59501620518,0,0,1390.76462229881,0
"DEBE034",26.78200439,13.430844,52.489451,35,"background",0,0.922829581993569,0,0,0,0,0,0.0771704180064309,0,0,3947.59501620518,0,0,0,0
"DEBE051",14.02440009,13.489531,52.643525,60,"background",0,0.272151898734177,0.177215189873418,0,0,0,0,0.0632911392405063,0.0632911392405063,0.424050632911392,3947.59501620518,0,0,0,0
"DEBE056",12.84684572,13.64705,52.447697,35,"background",0,0.116129032258065,0.2,0,0,0,0,0,0,0.190322580645161,3947.59501620518,0,0,0,0
"DEBE062",12.51145178,13.296081,52.653269,50,"background",0,0.138263665594855,0,0,0,0,0,0.0128617363344051,0.00643086816720257,0.829581993569132,3947.59501620518,1984.50010101051,0,0,0
"DEBE066",19.89824613,13.529504,52.485296,35,"background",0,0.726984126984127,0.161904761904762,0,0,0,0,0.111111111111111,0,0,3947.59501620518,0,0,0,0
"DEBE068",27.45255021,13.418833,52.513606,35,"background",0.20253164556962,0.674050632911392,0.0981012658227848,0.0158227848101266,0,0,0,0,0,0,3947.59501620518,2501.89884482371,0,0,0
"DEBB055",12.07318056,12.552303,52.420442,33,"background",0,0.604430379746835,0.164556962025316,0,0,0,0,0.193037974683544,0,0,311.58417134648,0,0,0,0
"DEBB064",15.28311321,14.33455,51.746344,75,"background",0,0.637820512820513,0.105769230769231,0.0576923076923077,0,0,0,0.163461538461538,0,0.0352564102564103,603.6148955495,2669.44654162433,0,0,870.91292634568
"DEBB092",13.63381193,14.52596,52.33468,74,"background",0,0.623417721518987,0.0949367088607595,0,0,0,0,0.281645569620253,0,0,392.911734866419,1222.63307170957,0,0,0
"DEBB021",20.56870702,13.059945,52.401352,31,"background",0,0.722397476340694,0.154574132492114,0,0,0,0,0.0977917981072555,0,0,891.075697211155,3629.79179227703,0,0,0
"DEBB075",14.89281003,13.123698,52.484168,39,"background",0,0.0511182108626198,0,0,0,0,0,0.0670926517571885,0.166134185303514,0.642172523961661,891.075697211155,1924.31525536978,0,0,0
"DEBB066",8.14332719,14.057064,51.897598,52,"background",0,0,0,0,0,0,0,0,0.550632911392405,0.449367088607595,17.5046509942255,0,0,0,0
"DEBB007",13.590032,13.526796,51.462734,89,"background",0,0.533546325878594,0.198083067092652,0,0,0,0,0,0.201277955271566,0.0191693290734824,201.724987678659,3862.74525579062,0,0,0
"DEBB067",12.40057466,12.885194,52.608609,31,"background",0,0.531645569620253,0.319620253164557,0,0,0,0,0,0.14873417721519,0,63.19421133117,2237.79350754793,0,0,0
"DEBB053",9.81916847,14.015252,52.563835,88,"background",0,0,0,0,0,0,0,0,1,0,59.322688642802,0,0,0,0
"DEUB030",4.60735479,13.031662,53.141303,65,"background",0,0.00318471337579618,0,0,0,0,0,0,0,0.656050955414013,28.186228774025,0,0,0,0
"DEBB048",14.54775493,12.809481,52.93189,43,"background",0,0.729903536977492,0.045016077170418,0,0,0,0,0.0192926045016077,0.122186495176849,0,100.622440622441,1998.21692299289,763.431781770686,0,0
"DEBB065",6.66981504,12.561389,52.194225,111,"background",0,0,0,0,0,0,0,0,0.019047619047619,0.980952380952381,47.1046723429491,0,0,0,0
"DEBB063",9.09939127,11.73846,52.99875,22,"background",0,0.615873015873016,0,0,0,0,0,0.184126984126984,0.0984126984126984,0.0888888888888889,339.83804068734,0,0,0,1646.0336322928
"DEBB083",11.48693168,14.3764,51.5645,99,"background",0,0.799363057324841,0.0127388535031847,0,0,0,0,0.0127388535031847,0.124203821656051,0.0509554140127389,122.862669245648,2380.29048991238,367.98750574368,0,0
"DEBB086",16.01999314,13.424304,52.349703,43,"background",0,0.663492063492063,0,0,0,0,0,0.158730158730159,0.142857142857143,0.0349206349206349,477.05274605764,1132.19593649871,0,0,0
"DEMV007",10.23862092,12.174105,54.161555,5,"background",0,0,0,0,0,0,0,0,0.882911392405063,0.104430379746835,1136.54970760234,0,1948.01271859193,0,0
"DEMV021",13.25164039,12.080003,54.17133,2,"background",0.0961538461538462,0.346153846153846,0,0,0.185897435897436,0,0,0.112179487179487,0.0865384615384615,0,1136.54970760234,1989.74785055065,1290.18478544322,0,0
"DEMV024",6.18068194,12.463929,53.396348,116,"background",0,0,0,0,0,0,0,0,0.817891373801917,0.0926517571884984,25.6281759243035,0,0,0,0
"DEMV019",9.43094882,12.175512,53.78175,17,"background",0,0.555555555555556,0,0,0,0,0,0.20952380952381,0.234920634920635,0,407.12773465067,0,0,0,0
"DEMV004",5.46591224,12.064708,53.817775,17,"background",0,0.10126582278481,0,0,0,0,0,0,0.889240506329114,0.00949367088607595,28.7002747580934,0,0,0,0
"DEUB028",5.01209956,12.721938,54.436985,1,"background",0,0,0.0377358490566038,0,0,0,0,0,0.584905660377358,0.122641509433962,61.039476294386,0,0,0,0
"DEMV026",5.13186737,13.342138,54.323514,17,"background",0,0.126984126984127,0,0,0,0,0,0,0.86031746031746,0.0126984126984127,67.3823558468074,0,1813.69543077657,0,0
"DEMV012",7.44645161,14.257407,53.520456,17,"background",0,0.0759493670886076,0,0,0,0,0,0,0.879746835443038,0.0443037974683544,25.1824732411445,0,0,0,2351.33945517099
"DEMV017",6.99776729,11.362965,53.302352,25,"background",0,0.105095541401274,0,0,0,0,0,0,0.722929936305732,0.171974522292994,30.4731677063952,0,2017.00260194626,0,0
"DESN011",21.65306813,12.917336,50.832461,300,"background",0,0.841772151898734,0.104430379746835,0.0158227848101266,0,0,0,0.0379746835443038,0,0,1125.80367653717,4614.28338260037,0,0,0
"DESN001",20.42194752,12.997278,50.570872,545,"background",0,0.774193548387097,0,0,0,0,0,0,0.225806451612903,0,726.645321949484,2782.40212711608,0,0,0
"DESN074",8.0534445,13.465078,50.659097,785,"background",0,0,0,0,0,0,0,0,0.834920634920635,0.165079365079365,139.632721202003,0,1522.910081035,0,0
"DESN017",19.04565878,13.346826,50.9163,393,"background",0,0.838095238095238,0.0825396825396825,0.0349206349206349,0,0,0,0.0444444444444444,0,0,861.062861869313,3832.09524691355,1027.40526242891,0,70.6810368783808
"DESN024",11.38457714,12.468739,50.354783,540,"background",0,0.414012738853503,0,0,0,0,0,0,0.232484076433121,0.353503184713376,174.127676447264,1827.81117746264,170.911617525243,0,0
"DESN093",9.76137407,12.211112,50.608136,430,"background",0,0.0926517571884984,0,0,0,0,0,0,0.670926517571885,0.236421725239617,206.371814092954,0,0,0,0
"DESN019",19.75836599,12.542056,50.826001,233,"background",0,0.625396825396825,0.247619047619048,0,0,0,0,0,0.126984126984127,0,451.641095358322,1823.34162606253,0,0,0
"DESN092",18.25904453,13.730205,51.036105,112,"background",0,0.626582278481013,0.306962025316456,0.0664556962025316,0,0,0,0,0,0,1656.43751332582,3030.90463604653,595.30015781567,0,0
"DESN004",16.01535979,14.443771,51.175669,203,"background",0,0.845659163987138,0.0707395498392283,0,0,0,0,0,0.0836012861736334,0,598.00390214618,2824.36282425828,0,0,0
"DESN045",13.32594306,14.822846,50.892377,230,"background",0,0.520766773162939,0.271565495207668,0,0,0,0,0.00319488817891374,0.204472843450479,0,385.256218160024,860.271781613103,2564.92635271848,0,158.774827807081
"DESN079",7.92364248,14.749731,51.285356,148,"background",0,0.0926517571884984,0,0,0,0,0,0,0.434504792332268,0.121405750798722,41.5785636164783,0,1919.28345236196,0,949.290107954465
"DESN051",13.39141369,13.675005,51.119514,246,"background",0,0.382165605095541,0,0,0,0,0,0,0.579617834394904,0.0382165605095541,1305.28938290533,0,0,0,0
"DESN052",7.55013294,13.75145,50.731478,877,"background",0,0.00319488817891374,0,0,0,0,0,0,0.527156549520767,0.29073482428115,54.3931541521032,590.754739803651,0,0,0
"DESN059",16.15543149,12.297411,51.317905,115,"background",0,0.871794871794872,0.0192307692307692,0,0,0,0,0.0833333333333333,0.0256410256410256,0,1884.63633612428,0,0,0,0
"DESN076",8.1895135,13.009406,51.303772,313,"background",0,0,0,0,0,0,0,0,0.452229299363057,0.547770700636943,50.847619959774,0,0,0,2275.21162230054
"DEST050",18.21465573,11.979056,51.496185,116,"background",0,0.687697160883281,0.170347003154574,0.0126182965299685,0,0,0,0.0946372239747634,0.0347003154574132,0,1755.22885498445,2186.56793330853,0,0,0
"DEST077",17.58713215,11.611464,52.127899,58,"background",0,0.617363344051447,0.144694533762058,0.0836012861736334,0,0,0,0.154340836012862,0,0,1172.75124378109,1609.705929071,0,0,0
"DEST089",6.28049625,11.172327,52.593136,95,"background",0,0,0,0,0,0,0,0,0,1,36.9542563512882,0,0,0,0
"DEST104",8.87279589,11.891412,51.837306,72,"background",0,0.0673076923076923,0,0,0,0,0,0,0.932692307692308,0,63.9155193541411,0,0,0,1896.77297064869
"DEST044",13.03068248,11.057442,51.896982,120,"background",0,0.752380952380952,0.215873015873016,0.00952380952380952,0,0,0,0,0.0222222222222222,0,306.112743040985,3726.15754937836,0,0,0
"DEST098",4.74199084,11.043386,51.662435,419,"background",0,0,0,0,0,0,0,0,0.440894568690096,0.559105431309904,48.9979351390745,0,0,0,0
"DEST011",13.64515896,10.790143,51.839382,235,"background",0,0.817307692307692,0.102564102564103,0,0,0,0,0.0641025641025641,0,0.016025641025641,194.54695028793,3021.95362523343,0,0,0
"DEST039",3.3871922,10.618275,51.798629,1130,"background",0,0,0,0,0,0,0,0,0,0.884244372990354,194.54695028793,0,0,0,0
"DEST002",13.05793703,11.864763,52.268354,47,"background",0,0.660377358490566,0,0,0,0,0,0.226415094339623,0.113207547169811,0,140.018287107589,3130.16787325914,0,0,650.032216108895
"DEST029",20.11240384,11.738962,51.803534,60,"background",0,0.431309904153355,0.159744408945687,0,0,0,0,0.293929712460064,0,0,298.933638847272,2290.41071721279,1967.48370774141,0,0
"DEST105",11.33846317,11.850274,52.602056,35,"background",0,0.762820512820513,0.0897435897435897,0.0576923076923077,0,0,0,0.0897435897435897,0,0,150.24625027983,0,1012.20164721749,0,83.3323034790339
"DEST066",11.59115863,12.663663,51.870852,71,"background",0,0.697160883280757,0.082018927444795,0,0,0,0,0.0725552050473186,0.0189274447949527,0,193.371889822751,2728.91148051963,0,0,0
"DETH020",22.90074573,11.037924,50.979455,195,"background",0.265822784810127,0.670886075949367,0.00316455696202532,0.060126582278481,0,0,0,0,0,0,778.56084185564,0,0,0,2107.68379825191
"DETH009",17.04569986,12.07471,50.877317,190,"background",0,0.564668769716088,0.126182965299685,0.0315457413249211,0,0,0,0.154574132492114,0,0.123028391167192,630.862737367764,808.048714455934,0,0,0
"DETH041",19.86318228,11.597062,50.933513,140,"background",0,0.619808306709265,0.137380191693291,0,0,0,0,0.242811501597444,0,0,954.400487974904,4677.32777683934,0,0,0
"DEUB029",4.54283139,10.769534,50.654066,937,"background",0,0,0,0,0,0,0,0,0,1,356.998641040575,0,987.222930775244,0,384.481253560501
"DETH093",20.03394316,11.3204,50.982544,224,"background",0,0.913738019169329,0.0575079872204473,0,0,0,0,0.0223642172523962,0,0.00638977635782748,759.126420454545,2621.92555149315,0,0,0
"DETH013",15.75320686,10.317236,50.978292,210,"background",0,0.886075949367089,0,0.0189873417721519,0,0,0,0.0221518987341772,0,0.0727848101265823,407.190169914563,1641.85722209491,0,0,0
"DETH018",18.02609221,10.791404,51.497195,185,"background",0,0.598726114649682,0.261146496815287,0.140127388535032,0,0,0,0,0,0,399.706494982011,2484.49102960581,0,0,0
"DETH095",18.22867315,10.450997,51.207944,215,"background",0,1,0,0,0,0,0,0,0,0,398.339866267005,2001.19556562765,1129.17513698225,0,0
"DETH042",8.04030887,10.867188,51.333333,420,"background",0,0,0,0,0,0,0,0,0,1,109.532329407087,0,0,0,0
"DETH060",16.23580998,10.668641,50.653245,490,"background",0,0.65615141955836,0.205047318611987,0,0,0,0,0,0.0851735015772871,0.0536277602523659,378.731742073388,2119.4118047078,0,0,0
"DETH026",10.97715295,10.375299,50.561754,450,"background",0,0.0923566878980892,0.299363057324841,0,0,0,0,0,0.343949044585987,0.264331210191083,199.469164715066,0,1975.5867187375,0,0
"DETH027",8.56054125,11.134593,50.499955,840,"background",0,0.167721518987342,0.113924050632911,0,0,0,0,0,0.0569620253164557,0.661392405063291,72.4048872553889,1086.75449123274,0,0,0
"DETH005",14.82663318,11.368875,50.651182,210,"background",0,0.501597444089457,0.233226837060703,0.153354632587859,0,0,0,0.0479233226837061,0.060702875399361,0.00319488817891374,513.872357890417,2929.43389611406,0,0,0
"DETH061",7.41623561,11.661233,50.791616,357,"background",0,0,0,0,0,0,0,0,0.00949367088607595,0.990506329113924,37.5456919060052,0,0,0,0
"DETH036",16.8442363,12.205199,50.655861,265,"background",0,0.892405063291139,0,0,0,0,0,0.0379746835443038,0.0506329113924051,0.0189873417721519,252.998703900082,2341.07185172695,0,0,0
"DETH011",18.35976805,12.437621,50.987758,185,"background",0,0.945686900958466,0,0,0,0,0,0.0543130990415335,0,0,720.288903479974,0,0,0,0
"DESH022",33.30421051,9.43809,54.78143,15,"traffic",0.105431309904153,0.814696485623003,0,0.0447284345047923,0,0,0,0.0223642172523962,0,0,1514.66337680649,0,2122.48064032996,0,0
"DESH027",41.24365129,10.135158,54.304676,8,"traffic",0.0569620253164557,0.534810126582278,0.294303797468354,0.00316455696202532,0,0,0,0.0917721518987342,0,0.00632911392405063,2075.90391908976,3381.48493630689,2382.80779913127,0,0
"DESH052",65.0370153,10.122364,54.304242,18,"traffic",0.053968253968254,0.777777777777778,0.111111111111111,0,0,0,0,0.0126984126984127,0,0.0444444444444444,2075.90391908976,2854.63301748402,1174.17079366938,0,0
"DESH053",29.50833283,10.67332,53.862237,6,"traffic",0.117088607594937,0.626582278481013,0.0221518987341772,0.0791139240506329,0,0,0,0.15506329113924,0,0,1009.53736987069,2014.03903783345,0,0,0
"DESH055",35.2482844,10.664881,53.87453,13,"traffic",0.107255520504732,0.586750788643533,0.135646687697161,0.0315457413249211,0,0,0,0.138801261829653,0,0,1009.53736987069,0,0,1509.75143381389,434.708648469206
"DESH035",22.95946538,9.156908,53.896117,0,"industrial",0,0.373417721518987,0.0727848101265823,0,0,0,0,0,0.268987341772152,0,195.278969957082,0,0,0,1953.63281369963
"DESH028",30.91536694,10.775796,53.698939,10,"traffic",0.0897435897435897,0.259615384615385,0,0,0,0,0,0,0.00641025641025641,0.0416666666666667,469.792010564543,2075.64785536256,0,0,0
"DESH030",42.70330354,9.997256,53.681993,26,"traffic",0,0.80952380952381,0.0984126984126984,0,0,0,0,0.0507936507936508,0.0412698412698413,0,1320.34423407917,2012.82286244438,0,0,0
"DESH025",36.42189095,9.511769,53.928028,11,"traffic",0,0.794212218649518,0.180064308681672,0,0,0,0,0,0.0257234726688103,0,1133.46414555833,3187.35099798186,0,0,0
"DEHH015",33.76372252,10.021227,53.523262,4,"industrial",0,0.200636942675159,0.127388535031847,0.130573248407643,0.292993630573248,0,0,0.0445859872611465,0,0,2366.4874884152,446.626750449404,0,2732.19196488641,0
"DEHH016",25.10973986,10.081685,53.52902,5,"industrial",0,0,0.906752411575563,0.00643086816720257,0,0,0,0.0739549839228296,0,0,2366.4874884152,0,0,0,0
"DEHH026",49.3765394,9.957236,53.560632,20,"traffic",0,0.846153846153846,0.118589743589744,0,0,0,0,0.0352564102564103,0,0,2366.4874884152,2244.39642103167,0,0,0
"DEHH064",48.17425555,9.94458,53.564399,16,"traffic",0,0.680379746835443,0.189873417721519,0.126582278481013,0,0,0,0.00316455696202532,0,0,2366.4874884152,3567.56252039355,0,0,0
"DEHH068",62.88000356,10.053859,53.592301,12,"traffic",0,0.907936507936508,0,0,0,0,0,0.0920634920634921,0,0,2366.4874884152,0,0,0,0
"DEHH070",61.88637332,9.943012,53.555668,25,"traffic",0,0.810725552050473,0.0441640378548896,0.145110410094637,0,0,0,0,0,0,2366.4874884152,1186.96053418651,0,0,0
"DEHH072",17.9989994,9.84408,53.535958,0,"industrial",0,0.288461538461538,0,0,0,0.576923076923077,0,0,0.0897435897435897,0,2366.4874884152,0,0,0,1917.93168647359
"DEHH073",16.57863538,9.832702,53.532075,5,"industrial",0,0.0854430379746835,0,0,0,0.598101265822785,0,0,0.208860759493671,0,2366.4874884152,0,0,0,0
"DENI075",39.63145391,10.54055,52.26673,81,"traffic",0.019047619047619,0.828571428571429,0.0285714285714286,0,0,0,0,0.123809523809524,0,0,1308.02934901389,0,0,0,0
"DENI070",16.39344765,10.45591,52.15369,93,"industrial",0,0.0791139240506329,0,0,0,0,0,0,0.920886075949367,0,451.406752411576,1992.09255714662,0,0,0
"DENI157",37.4981864,10.793683,52.427886,61,"traffic",0,0.420886075949367,0.300632911392405,0.0569620253164557,0,0,0,0.221518987341772,0,0,607.825362602901,0,1834.94102986456,0,1350.62793535359
"DENI068",41.59002219,9.92833,51.5302,150,"traffic",0.0825396825396825,0.533333333333333,0.168253968253968,0.0380952380952381,0,0,0,0.171428571428571,0,0.00634920634920635,1017.31542475832,3116.75311928125,268.632673230167,0,0
"DENI071",19.51794402,10.42275,51.61365,273,"traffic",0,0.338607594936709,0.00632911392405063,0,0,0,0,0,0.617088607594937,0.0379746835443038,255.018050541516,0,0,0,0
"DENI048",49.13168457,9.7155,52.359478,66,"traffic",0,0.399361022364217,0.306709265175719,0.0862619808306709,0,0,0,0.207667731629393,0,0,2606.72544697526,2056.46804163923,0,0,0
"DENI143",52.32965017,8.212084,53.142836,8,"traffic",0,0.881789137380192,0,0.0702875399361022,0,0,0,0.0479233226837061,0,0,1590.73696475386,0,2205.64054528096,0,0
"DENI067",50.1595699,8.04147,52.2703,69,"traffic",0,0.974683544303797,0,0,0,0,0,0.0253164556962025,0,0,1355.73086234243,1999.97901562038,0,0,0
"DENI053",14.13234051,7.94257,52.99796,17,"industrial",0,0.4,0,0,0,0,0,0,0.558730158730159,0.0412698412698413,77.1188978736149,0,0,0,0
"DEHB006",47.12242243,8.825173,53.078663,7,"traffic",0.00638977635782748,0.865814696485623,0,0.0702875399361022,0,0,0,0.0575079872204473,0,0,1712.32338125077,0,0,0,2114.0738402519
"DEHB013",15.09997593,8.69506,53.1177,4,"industrial",0,0.0868167202572347,0.212218649517685,0,0.0578778135048231,0,0,0.0868167202572347,0.331189710610932,0,1712.32338125077,0,0,0,0
"DEHB011",41.96707147,8.59876,53.585262,4,"traffic",0,0.876582278481013,0.0253164556962025,0,0,0,0,0.0791139240506329,0,0.0189873417721519,1215.35919846515,0,0,0,3168.37314845127
"DENW082",58.91181781,6.782565,51.21311,37,"traffic",0.205047318611987,0.712933753943218,0.0599369085173502,0,0,0,0,0.0220820189274448,0,0,2815.77664320868,1076.85308030693,0,0,0
"DENW034",25.90334401,6.748402,51.524022,28,"industrial",0,0.701587301587302,0.0412698412698413,0,0,0,0,0.171428571428571,0.0857142857142857,0,2110.09879725086,0,2158.11369264397,1406.59092831244,0
"DENW112",37.3436325,6.771801,51.437708,34,"traffic",0.0987261146496815,0.592356687898089,0.181528662420382,0.0445859872611465,0,0,0,0.00955414012738853,0.0159235668789809,0,2110.09879725086,0,0,3366.97061125859,0
"DENW338",34.45062015,6.735431,51.485492,28,"industrial",0,0.350157728706625,0.545741324921136,0,0,0,0,0.10410094637224,0,0,2110.09879725086,0,0,1869.30954929639,0
"DENW043",35.55592104,7.030603,51.451177,100,"traffic",0,0.828478964401295,0.0355987055016181,0.135922330097087,0,0,0,0,0,0,2769.91537510697,0,0,3404.96138903975,0
"DENW134",43.45150659,7.005278,51.477931,55,"traffic",0,0.570977917981073,0.22397476340694,0,0,0,0,0.205047318611987,0,0,2769.91537510697,2029.12396252918,0,0,0
"DENW116",28.4979385,6.670195,51.342561,30,"industrial",0,0,0.507987220447284,0,0,0,0,0.0159744408945687,0.172523961661342,0.0287539936102236,1634.08332123675,0,0,0,0
"DENW100",22.06245589,6.458842,51.169967,51,"traffic",0,0.667731629392971,0.137380191693291,0,0,0,0,0.140575079872204,0.0543130990415335,0,1525.17158444301,0,0,0,0
"DENW354",37.54398914,6.45683,51.12031,38,"traffic",0,0.217252396166134,0.118210862619808,0,0,0,0,0.108626198083067,0.55591054313099,0,1525.17158444301,1886.37075646358,0,0,0
"DENW259",32.04806005,6.439975,51.169437,69,"traffic",0,0.932692307692308,0.00320512820512821,0,0,0,0,0.0641025641025641,0,0,1525.17158444301,1985.71501548068,0,0,0
"DENW188",52.58081707,6.863657,51.474971,42,"traffic",0,0.801916932907348,0.108626198083067,0.0862619808306709,0,0,0,0.00319488817891374,0,0,2735.8495460441,1993.43117152981,1643.09050557268,0,0
"DENW189",51.47775603,7.147401,51.260681,160,"traffic",0.111821086261981,0.837060702875399,0,0,0,0,0,0.0511182108626198,0,0,2078.78140032068,1588.82197499383,0,790.454613667408,0
"DENW337",17.9230658,6.469463,51.097638,83,"industrial",0,0.34493670886076,0,0.0537974683544304,0,0,0.120253164556962,0,0.481012658227848,0,323.639905384722,0,0,4321.96441734598,0
"DENW211",66.28044887,7.00459,50.962857,48,"traffic",0,0.658227848101266,0.15506329113924,0,0,0,0,0,0.0443037974683544,0,2618.59167448521,4034.49989911914,0,0,0
"DENW212",46.34335887,6.957701,50.947367,49,"traffic",0.384615384615385,0.358974358974359,0.016025641025641,0.0544871794871795,0,0,0,0.0224358974358974,0,0,2618.59167448521,4031.43366277664,0,0,0
"DENW355",47.00605789,7.010934,51.031473,49,"traffic",0,0.620253164556962,0.19620253164557,0,0,0,0,0.177215189873418,0,0,2072.86674274122,0,0,1976.88659446388,0
"DENW207",50.17756033,6.095775,50.773131,163,"traffic",0.258785942492013,0.699680511182109,0,0,0,0,0,0.0415335463258786,0,0,1528.66024246192,4786.20611408843,0,0,0
"DENW329",18.8296304,6.451483,51.033834,112,"industrial",0,0.111821086261981,0,0.0926517571884984,0,0,0,0,0.795527156549521,0,120.814479638009,0,0,3872.77260659905,0
"DENW058",21.15361709,6.873789,50.876121,90,"industrial",0,0.581993569131833,0,0,0,0,0,0.090032154340836,0.131832797427653,0.196141479099678,1161.57750878563,1833.3837516211,0,0,0
"DENW021",26.32454737,6.976908,51.525963,40,"industrial",0,0.449367088607595,0.189873417721519,0,0,0,0,0.189873417721519,0.132911392405063,0.00632911392405063,1164.32760163006,887.273753479147,0,0,0
"DENW208",49.88754556,7.084597,51.527883,40,"traffic",0,0.191693290734824,0.795527156549521,0.00638977635782748,0,0,0,0.00638977635782748,0,0,2481.11301696207,0,0,2122.62437347031,0
"DENW260",38.90636225,7.619387,51.953267,63,"traffic",0.200636942675159,0.627388535031847,0.0732484076433121,0.0159235668789809,0,0,0,0.0127388535031847,0,0,1022.28633605909,3714.75925860461,0,0,0
"DENW200",30.69077499,8.552804,52.005624,137,"traffic",0,0.676190476190476,0.0920634920634921,0,0,0,0,0.187301587301587,0.00634920634920635,0.0380952380952381,1286.95618576617,2006.77472020159,0,0,0
"DENW101",38.70779212,7.464347,51.519639,74,"traffic",0.328025477707006,0.554140127388535,0.0414012738853503,0.0764331210191083,0,0,0,0,0,0,2088.20847137615,3625.27902616123,0,0,0
"DENW136",49.18241912,7.483597,51.523567,76,"traffic",0.0159235668789809,0.401273885350318,0.43312101910828,0.0445859872611465,0,0,0,0.0828025477707006,0,0,2088.20847137615,0,0,0,0
"DENW133",48.52206249,7.46353,51.362829,106,"traffic",0.113924050632911,0.534810126582278,0.120253164556962,0.107594936708861,0,0,0,0,0,0.123417721518987,1178.21128077283,1920.49749950914,1837.53034951398,0,0
"DENW203",41.4219597,7.150186,51.543141,40,"traffic",0,0.729903536977492,0.212218649517685,0,0,0,0,0,0.0257234726688103,0.0128617363344051,3030.94126798911,1953.84162819865,0,1811.31210537805,0
"DENW356",35.10785019,7.643095,51.227609,375,"traffic",0,0.712933753943218,0.10410094637224,0,0,0,0,0.0441640378548896,0.110410094637224,0.028391167192429,842.955642381062,0,0,350.663371239383,0
"DENW181",11.91870397,8.360714,51.443012,315,"industrial",0,0.391167192429022,0.082018927444795,0,0,0,0.148264984227129,0,0.378548895899054,0,160.773270897931,1562.16587307626,0,0,0
"DEHE040",60.53682841,8.653745,49.869457,158,"traffic",0.10410094637224,0.823343848580442,0.0662460567823344,0,0,0,0,0.00630914826498423,0,0,1272.44655581948,4652.33563760834,576.237964514506,0,0
