"AQeCode","Y","Year","Projection","Lon","Lat","Alt","AQeType","AQeArea","HighDens","LowDens","Ind","Transp","Seap","Airp","Constr","UrbGreen","Agri","Forest","AGS","PopDens","PriRoad","SecRoad","FedAuto","LocRoute","indRegions"
"DEBB007",13.590032,2015,"EPSG:4979",13.526796,51.462734,89,"background","suburban",0,0.533546325878594,0.198083067092652,0,0,0,0,0,0.201277955271566,0.0191693290734824,"12062124",201.414693602387,3862.74525579062,0,0,0,"12"
"DEBB021",20.56870702,2015,"EPSG:4979",13.059945,52.401352,31,"background","urban",0,0.722397476340694,0.154574132492114,0,0,0,0,0.0977917981072555,0,0,"12054000",894.789577616522,3629.79179227703,0,0,0,"12"
"DEBB029",10.69360552,2015,"EPSG:4979",14.285139,53.064262,5,"industrial","suburban",0,0.818471337579618,0.0636942675159236,0,0,0,0,0.0222929936305732,0.0955414012738854,0,"12073532",146.914770555268,2096.8349797509,0,0,0,"12"
"DEBB032",11.8317074,2015,"EPSG:4979",14.638166,52.146264,40,"industrial","suburban",0,0.446945337620579,0.446945337620579,0,0,0,0.00321543408360129,0.0964630225080386,0,0,"12067120",476.642806065229,2255.6598287563,0,0,963.73052886463,"12"
"DEBB044",35.30914762,2015,"EPSG:4979",14.327998,51.756476,70,"traffic","urban",0.21474358974359,0.576923076923077,0.0352564102564103,0.157051282051282,0,0,0,0.016025641025641,0,0,"12052000",601.897125864995,0,1914.029122449,0,1154.40336522951,"12"
"DEBB045",37.08061557,2015,"EPSG:4979",14.538595,52.337336,56,"traffic","urban",0,0.806962025316456,0.126582278481013,0,0,0,0,0.0664556962025316,0,0,"12053000",391.715600856756,2129.66012825816,0,0,0,"12"
"DEBB048",14.54775493,2015,"EPSG:4979",12.809481,52.93189,43,"background","suburban",0,0.729903536977492,0.045016077170418,0,0,0,0,0.0192926045016077,0.122186495176849,0,"12068320",100.234109377458,1998.21692299289,763.431781770686,0,0,"12"
"DEBB049",25.88797601,2015,"EPSG:4979",12.548376,52.409309,33,"traffic","urban",0.0157728706624606,0.580441640378549,0.195583596214511,0,0,0,0,0.20820189274448,0,0,"12051000",311.699241731371,1444.69166620711,0,0,149.655669523534,"12"
"DEBB053",9.81916847,2015,"EPSG:4979",14.015252,52.563835,88,"background","rural-regional",0,0,0,0,0,0,0,0,1,0,"12064084",104.493496669127,0,0,0,0,"12"
"DEBB054",44.60748886,2015,"EPSG:4979",13.037474,52.393932,31,"traffic","urban",0,0.610223642172524,0.0287539936102236,0,0,0,0,0.220447284345048,0,0,"12054000",894.789577616522,2714.07516476092,0,0,0,"12"
"DEBB055",12.07318056,2015,"EPSG:4979",12.552303,52.420442,33,"background","suburban",0,0.604430379746835,0.164556962025316,0,0,0,0,0.193037974683544,0,0,"12051000",311.699241731371,0,0,0,0,"12"
"DEBB060",27.39635321,2015,"EPSG:4979",13.822211,52.832467,20,"traffic","urban",0,0.685714285714286,0.0571428571428571,0,0,0,0,0.101587301587302,0,0.155555555555556,"12060052",417.634099756161,2692.68953233129,764.523676784754,0,0,"12"
"DEBB063",9.09939127,2015,"EPSG:4979",11.73846,52.99875,22,"background","suburban",0,0.615873015873016,0,0,0,0,0,0.184126984126984,0.0984126984126984,0.0888888888888889,"12070424",340.106399113755,0,0,0,1646.0336322928,"12"
"DEBB064",15.28311321,2015,"EPSG:4979",14.33455,51.746344,75,"background","urban",0,0.637820512820513,0.105769230769231,0.0576923076923077,0,0,0,0.163461538461538,0,0.0352564102564103,"12052000",601.897125864995,2669.44654162433,0,0,870.91292634568,"12"
"DEBB065",6.66981504,2015,"EPSG:4979",12.561389,52.194225,111,"background","rural-regional",0,0,0,0,0,0,0,0,0.019047619047619,0.980952380952381,"12069020",47.0259494517789,0,0,0,0,"12"
"DEBB066",8.14332719,2015,"EPSG:4979",14.057064,51.897598,52,"background","rural-regional",0,0,0,0,0,0,0,0,0.550632911392405,0.449367088607595,"12061005",15.0934692787992,0,0,0,0,"12"
"DEBB067",12.40057466,2015,"EPSG:4979",12.885194,52.608609,31,"background","suburban",0,0.531645569620253,0.319620253164557,0,0,0,0,0,0.14873417721519,0,"12063208",62.9492413274825,2237.79350754793,0,0,0,"12"
"DEBB068",28.23040123,2015,"EPSG:4979",13.582269,52.677651,71,"traffic","urban",0,0.784126984126984,0.0952380952380952,0,0,0,0,0.0793650793650794,0.0222222222222222,0.019047619047619,"12060020",354.656623257369,0,3875.94485228259,0,0,"12"
"DEBB073",41.75364259,2015,"EPSG:4979",13.094618,52.388869,32,"traffic","urban",0,0.576923076923077,0.163461538461538,0,0,0,0,0.259615384615385,0,0,"12054000",894.789577616522,1764.60305150674,440.178557186521,0,726.172285405025,"12"
"DEBB075",14.89281003,2015,"EPSG:4979",13.123698,52.484168,39,"background","suburban",0,0.0511182108626198,0,0,0,0,0,0.0670926517571885,0.166134185303514,0.642172523961661,"12054000",894.789577616522,1924.31525536978,0,0,0,"12"
"DEBB083",11.48693168,2015,"EPSG:4979",14.3764,51.5645,99,"background","suburban",0,0.799363057324841,0.0127388535031847,0,0,0,0,0.0127388535031847,0.124203821656051,0.0509554140127389,"12071372",122.260940408984,2380.29048991238,367.98750574368,0,0,"12"
"DEBB086",16.01999314,2015,"EPSG:4979",13.424304,52.349703,43,"background","suburban",0,0.663492063492063,0,0,0,0,0,0.158730158730159,0.142857142857143,0.0349206349206349,"12072017",476.405804349774,1132.19593649871,0,0,0,"12"
"DEBB087",24.95955443,2015,"EPSG:4979",14.325549,51.75413,75,"traffic","urban",0.140127388535032,0.617834394904459,0.00955414012738853,0.229299363057325,0,0,0,0.00318471337579618,0,0,"12052000",601.897125864995,411.7828406136,1378.16065725719,0,1171.15986269785,"12"
"DEBB092",13.63381193,2015,"EPSG:4979",14.52596,52.33468,74,"background","suburban",0,0.623417721518987,0.0949367088607595,0,0,0,0,0.281645569620253,0,0,"12053000",391.715600856756,1222.63307170957,0,0,0,"12"
"DEBB099",34.81984927,2015,"EPSG:4979",13.84825,52.481882,53,"traffic","suburban",0,0.360759493670886,0.10126582278481,0,0,0,0,0,0.167721518987342,0.370253164556962,"12064428",217.982631174018,3629.12528285918,1182.3363955776,0,0,"12"
"DEBE010",27.87170178,2015,"EPSG:4979",13.349326,52.543041,35,"background","urban",0,0.525477707006369,0.318471337579618,0,0.0605095541401274,0,0,0.0955414012738854,0,0,"11000000",3938.30675836084,0,0,0,1613.30530761197,"11"
"DEBE018",25.77139214,2015,"EPSG:4979",13.348775,52.485814,40,"background","urban",0,0.889240506329114,0.0759493670886076,0,0,0,0,0.0348101265822785,0,0,"11000000",3938.30675836084,1990.68047168239,0,306.104771220195,0,"11"
"DEBE027",13.73528497,2015,"EPSG:4979",13.368103,52.398406,45,"background","rural-nearcity",0,0.0769230769230769,0.233974358974359,0,0,0,0,0.230769230769231,0.445512820512821,0.0128205128205128,"11000000",3938.30675836084,0,0,0,0,"11"
"DEBE032",13.18640206,2015,"EPSG:4979",13.225144,52.473192,50,"background","rural-nearcity",0,0,0,0.0316455696202532,0,0,0,0,0,0.968354430379747,"11000000",3938.30675836084,0,0,1390.76462229881,0,"11"
"DEBE034",26.78200439,2015,"EPSG:4979",13.430844,52.489451,35,"background","urban",0,0.922829581993569,0,0,0,0,0,0.0771704180064309,0,0,"11000000",3938.30675836084,0,0,0,0,"11"
"DEBE051",14.02440009,2015,"EPSG:4979",13.489531,52.643525,60,"background","suburban",0,0.272151898734177,0.177215189873418,0,0,0,0,0.0632911392405063,0.0632911392405063,0.424050632911392,"11000000",3938.30675836084,0,0,0,0,"11"
"DEBE056",12.84684572,2015,"EPSG:4979",13.64705,52.447697,35,"background","rural-nearcity",0,0.116129032258065,0.2,0,0,0,0,0,0,0.190322580645161,"11000000",3938.30675836084,0,0,0,0,"11"
"DEBE061",47.57764577,2015,"EPSG:4979",13.31825,52.463611,45,"traffic","urban",0,1,0,0,0,0,0,0,0,0,"11000000",3938.30675836084,160.548187410472,0,1508.64911755139,0,"11"
"DEBE062",12.51145178,2015,"EPSG:4979",13.296081,52.653269,50,"background","rural-nearcity",0,0.138263665594855,0,0,0,0,0,0.0128617363344051,0.00643086816720257,0.829581993569132,"11000000",3938.30675836084,1984.50010101051,0,0,0,"11"
"DEBE063",51.61890187,2015,"EPSG:4979",13.441654,52.467534,40,"traffic","urban",0,0.636942675159236,0.289808917197452,0,0,0,0,0.0732484076433121,0,0,"11000000",3938.30675836084,0,0,1876.32952392486,0,"11"
"DEBE064",51.52625204,2015,"EPSG:4979",13.433967,52.481709,40,"traffic","urban",0,0.920886075949367,0,0,0,0,0,0.0791139240506329,0,0,"11000000",3938.30675836084,0,0,0,0,"11"
"DEBE065",41.16649047,2015,"EPSG:4979",13.469931,52.514072,40,"traffic","urban",0.15506329113924,0.756329113924051,0.0886075949367089,0,0,0,0,0,0,0,"11000000",3938.30675836084,1977.18241523966,0,0,0,"11"
"DEBE066",19.89824613,2015,"EPSG:4979",13.529504,52.485296,35,"background","urban",0,0.726984126984127,0.161904761904762,0,0,0,0,0.111111111111111,0,0,"11000000",3938.30675836084,0,0,0,0,"11"
"DEBE067",52.97323661,2015,"EPSG:4979",13.332972,52.5066,35,"traffic","urban",0.135048231511254,0.479099678456592,0.19935691318328,0,0,0,0,0.186495176848875,0,0,"11000000",3938.30675836084,1471.73853059639,0,0,0,"11"
"DEBE068",27.45255021,2015,"EPSG:4979",13.418833,52.513606,35,"background","urban",0.20253164556962,0.674050632911392,0.0981012658227848,0.0158227848101266,0,0,0,0,0,0,"11000000",3938.30675836084,2501.89884482371,0,0,0,"11"
"DEBE069",48.9145468,2015,"EPSG:4979",13.38772,52.438115,50,"traffic","urban",0,0.640378548895899,0.16403785488959,0,0,0,0,0.195583596214511,0,0,"11000000",3938.30675836084,3223.40513045161,0,0,0,"11"
"DEBW004",24.45101921,2015,"EPSG:4979",8.40666,49.07655,109,"background","rural-nearcity",0,0.199367088607595,0,0,0,0,0,0,0.357594936708861,0.443037974683544,"08215102",611.704891907028,2004.19280171933,0,0,0,"08"
"DEBW005",28.27312104,2015,"EPSG:4979",8.465281,49.544078,94,"industrial","suburban",0,0.515822784810127,0.205696202531646,0,0,0,0,0,0.278481012658228,0,"08222000",2107.34437672154,1867.33918958647,0,0,0,"08"
"DEBW009",26.60805306,2015,"EPSG:4979",8.6767,49.419528,112,"background","urban",0.0221518987341772,0.515822784810127,0.316455696202532,0,0,0,0,0,0.120253164556962,0,"08221000",1429.81214877237,1216.2719099811,0,0,0,"08"
"DEBW010",19.76293103,2015,"EPSG:4979",8.700103,49.300731,162,"background","suburban",0,0.471153846153846,0.21474358974359,0,0,0,0,0,0.147435897435897,0.166666666666667,"08226098",866.159979142137,0,0,0,0,"08"
"DEBW013",32.31217978,2015,"EPSG:4979",9.229745,48.8088,235,"background","urban",0.205128205128205,0.673076923076923,0.0448717948717949,0,0,0,0,0.0641025641025641,0.0128205128205128,0,"08111000",2973.2590620189,0,0,0,0,"08"
"DEBW015",30.42363615,2015,"EPSG:4979",9.224786,49.165508,157,"background","suburban",0,0.0737179487179487,0.503205128205128,0,0.00320512820512821,0,0,0,0.403846153846154,0.016025641025641,"08121000",1218.14592672155,2001.94258194586,0,0,0,"08"
"DEBW019",28.88872075,2015,"EPSG:4979",9.979031,48.396836,481,"background","urban",0.125,0.362179487179487,0.33974358974359,0.144230769230769,0,0,0,0.0288461538461538,0,0,"08421000",1027.43577351513,4307.93129645905,0,0,0,"08"
"DEBW022",26.30155029,2015,"EPSG:4979",7.802317,48.578178,136,"industrial","suburban",0,0.10410094637224,0.315457413249211,0.056782334384858,0.217665615141956,0,0,0.100946372239748,0,0,"08317057",465.978814070506,1071.09852581018,0,0,0,"08"
"DEBW023",17.99277641,2015,"EPSG:4979",7.633271,47.588152,275,"background","suburban",0,0.441269841269841,0,0,0,0,0,0.0507936507936508,0.288888888888889,0.219047619047619,"08336091",1542.99134310288,1642.69096386727,0,0,0,"08"
"DEBW024",27.45700302,2015,"EPSG:4979",9.172792,48.899233,302,"background","suburban",0.0906148867313916,0.543689320388349,0.216828478964401,0,0,0,0,0,0.142394822006472,0.00647249190938511,"08118048",2146.78007195233,1087.22123731528,327.594584421203,0,0,"08"
"DEBW027",26.65798774,2015,"EPSG:4979",9.20732,48.488887,385,"background","urban",0.188679245283019,0.707547169811321,0.10377358490566,0,0,0,0,0,0,0,"08415061",1326.60517603326,2920.55022568032,1214.52316585638,0,0,"08"
"DEBW029",23.24810716,2015,"EPSG:4979",10.096292,48.847917,424,"background","suburban",0.126582278481013,0.338607594936709,0.262658227848101,0,0,0,0,0,0.253164556962025,0.0189873417721519,"08136088",457.071617809351,0,2042.38192336774,0,0,"08"
"DEBW031",4.23161335,2015,"EPSG:4979",7.764528,47.809892,904,"background","rural-regional",0,0,0,0,0,0,0,0,0.00946372239747634,0.990536277602524,"08315111",116.775942271351,0,0,0,0,"08"
"DEBW033",26.55009319,2015,"EPSG:4979",8.665536,48.889039,278,"background","urban",0,0.507987220447284,0.198083067092652,0,0,0,0,0.281150159744409,0.012779552715655,0,"08231000",1243.03672553249,2033.44510450885,0,0,0,"08"
"DEBW038",26.24145573,2015,"EPSG:4979",9.485675,47.660056,404,"background","urban",0.0288461538461538,0.605769230769231,0.278846153846154,0,0,0.00641025641025641,0,0.0769230769230769,0,0,"08435016",843.053519954864,3965.84529540734,0,0,0,"08"
"DEBW039",15.15470643,2015,"EPSG:4979",8.463597,48.048656,700,"background","suburban",0.0318471337579618,0.251592356687898,0.347133757961783,0,0,0,0,0,0.308917197452229,0.0605095541401274,"08326074",513.042706311552,1021.37807197733,699.56721622714,0,0,"08"
"DEBW042",31.43543123,2015,"EPSG:4979",9.227769,48.678069,370,"background","suburban",0,0.49211356466877,0,0,0,0,0,0,0.50788643533123,0,"08116077",1182.00851819596,1943.57241802595,0,0,0,"08"
"DEBW046",18.02873429,2015,"EPSG:4979",9.800325,48.089886,534,"background","suburban",0,0.466666666666667,0.292063492063492,0,0,0,0,0.136507936507936,0.0603174603174603,0.0444444444444444,"08426021",445.208129993285,3720.12366974573,0,0,0,"08"
"DEBW052",23.07802492,2015,"EPSG:4979",9.169289,47.664361,403,"background","urban",0.107936507936508,0.473015873015873,0.13968253968254,0,0,0,0,0,0.114285714285714,0,"08335043",1533.48045660339,2535.34684096256,0,0,2551.17975073943,"08"
"DEBW056",19.63400436,2015,"EPSG:4979",9.733231,49.107878,306,"background","suburban",0.0993589743589744,0.653846153846154,0.118589743589744,0,0,0,0,0,0.092948717948718,0.0352564102564103,"08127076",370.688083113382,1434.77495491433,1020.98846191688,0,0,"08"
"DEBW059",14.17186587,2015,"EPSG:4979",9.657919,49.634841,177,"background","suburban",0,0.121794871794872,0.259615384615385,0,0,0,0,0,0.602564102564103,0.016025641025641,"08128115",190.223077751164,0,1815.46970847812,0,0,"08"
"DEBW073",19.96183827,2015,"EPSG:4979",7.567969,47.819019,223,"background","suburban",0,0.582802547770701,0.0222929936305732,0,0,0,0,0,0.340764331210191,0.054140127388535,"08315076",274.681607706826,2130.60340920346,0,1199.17703954108,0,"08"
"DEBW076",16.19792395,2015,"EPSG:4979",8.220214,48.773072,148,"background","suburban",0,0.5,0,0,0,0,0,0,0,0.5,"08211000",386.173524029629,2012.90636150697,0,0,0,"08"
"DEBW080",44.57362792,2015,"EPSG:4979",8.38719,49.00796,119,"traffic","urban",0.157728706624606,0.615141955835962,0.195583596214511,0,0,0,0,0.0315457413249211,0,0,"08212000",1768.68156597959,1920.63037826034,0,0,0,"08"
"DEBW081",24.38074194,2015,"EPSG:4979",8.355628,49.028594,114,"background","urban",0,0.562300319488818,0.389776357827476,0,0,0,0,0,0.0447284345047923,0,"08212000",1768.68156597959,1937.6245783903,0,0,0,"08"
"DEBW084",19.46076833,2015,"EPSG:4979",7.832122,48.001511,262,"background","urban",0.0253164556962025,0.585443037974684,0.306962025316456,0,0,0,0,0.0822784810126582,0,0,"08311000",1467.02520063862,2694.32043085513,0,0,1977.9431242796,"08"
"DEBW087",7.57137711,2015,"EPSG:4979",9.207639,48.345778,798,"background","rural-regional",0,0.0571428571428571,0,0,0,0,0,0,0.942857142857143,0,"08415091",115.497525681539,0,0,0,0,"08"
"DEBW098",46.97043928,2015,"EPSG:4979",8.47204,49.49256,101,"traffic","urban",0.572784810126582,0.189873417721519,0.0537974683544304,0,0.0506329113924051,0,0,0.0158227848101266,0.0822784810126582,0,"08222000",2107.34437672154,2216.62957022382,0,0,0,"08"
"DEBW099",61.70848407,2015,"EPSG:4979",9.18072,48.78313,244,"traffic","urban",0.431309904153355,0.268370607028754,0.0830670926517572,0.00958466453674121,0,0,0.108626198083067,0.0990415335463259,0,0,"08111000",2973.2590620189,4571.09986068614,0,0,0,"08"
"DEBW107",21.90152485,2015,"EPSG:4979",9.051178,48.507703,325,"background","suburban",0,0.458333333333333,0.0833333333333333,0.092948717948718,0,0,0,0.121794871794872,0.240384615384615,0.00320512820512821,"08416041",810.576553307515,3514.82353734718,0,0,0,"08"
"DEBW112",14.88304093,2015,"EPSG:4979",8.904442,48.645608,466,"background","suburban",0,0.439102564102564,0.121794871794872,0,0,0,0,0,0.439102564102564,0,"08115015",606.761608103267,0,0,0,253.893250474087,"08"
"DEBW116",76.79031692,2015,"EPSG:4979",9.18449,48.76871,302,"traffic","urban",0.337579617834395,0.522292993630573,0,0,0,0,0,0.00318471337579618,0,0.136942675159236,"08111000",2973.2590620189,4206.68684630651,0,0,0,"08"
"DEBW117",58.00629453,2015,"EPSG:4979",9.19003,48.8892,299,"traffic","urban",0.107255520504732,0.299684542586751,0.44794952681388,0.0157728706624606,0,0,0,0.0788643533123028,0.0504731861198738,0,"08118048",2146.78007195233,1873.56843076809,3033.31120112927,0,0,"08"
"DEBW118",87.23371022,2015,"EPSG:4979",9.19101,48.7881,239,"traffic","urban",0.25796178343949,0.32484076433121,0.0732484076433121,0.0477707006369427,0,0,0.10828025477707,0.187898089171975,0,0,"08111000",2973.2590620189,3240.08382696581,0,0,0,"08"
"DEBW120",47.19687972,2015,"EPSG:4979",9.01652,48.80102,387,"traffic","urban",0,0.828571428571429,0.019047619047619,0,0,0,0,0,0.142857142857143,0.00952380952380952,"08115028",965.278987323479,2315.43578191008,0,0,0,"08"
"DEBW122",55.70656416,2015,"EPSG:4979",7.85992,47.9882,289,"traffic","urban",0.0476190476190476,0.622222222222222,0,0,0,0,0,0,0,0.33015873015873,"08311000",1467.02520063862,3087.72292398185,485.025183302168,0,0,"08"
"DEBW125",40.35932045,2015,"EPSG:4979",8.52628,49.00371,135,"traffic","suburban",0,0.574193548387097,0,0,0,0,0,0,0.3,0.125806451612903,"08215101",579.608109561771,2987.57197140576,0,0,0,"08"
"DEBW147",69.73734177,2015,"EPSG:4979",9.21079,48.48933,382,"traffic","urban",0.210191082802548,0.681528662420382,0.10828025477707,0,0,0,0,0,0,0,"08415061",1326.60517603326,3045.73313449788,998.464189277639,0,0,"08"
"DEBW152",63.607577,2015,"EPSG:4979",9.22589,49.146,165,"traffic","urban",0.357827476038339,0.498402555910543,0.143769968051118,0,0,0,0,0,0,0,"08121000",1218.14592672155,4070.73642033199,0,0,0,"08"
"DEBW156",43.85041293,2015,"EPSG:4979",8.39062,48.22915,458,"traffic","urban",0,0.431746031746032,0,0,0,0,0,0,0.0571428571428571,0.511111111111111,"08325053",259.406154272165,2858.89104093266,2067.2826107171,0,0,"08"
"DEBY001",33.0879386,2015,"EPSG:4979",10.572297,49.304889,400,"traffic","urban",0.174050632911392,0.594936708860759,0.161392405063291,0,0,0,0,0.0158227848101266,0.0537974683544304,0,"09561000",412.102262785009,2344.70071504241,490.360773117781,0,0,"09"
"DEBY004",16.70029583,2015,"EPSG:4979",9.171544,49.869422,124,"background","rural-nearcity",0,0.376996805111821,0.012779552715655,0,0,0,0,0,0.472843450479233,0.0830670926517572,"09676133",370.614978026202,0,1957.34881291261,0,0,"09"
"DEBY005",30.44469264,2015,"EPSG:4979",9.117973,49.991518,134,"background","suburban",0,0.282958199356913,0.109324758842444,0,0,0,0,0,0.488745980707395,0.118971061093248,"09661000",1113.1751416716,0,0,1922.2339616854,0,"09"
"DEBY006",30.16492448,2015,"EPSG:4979",10.895029,48.364589,492,"traffic","urban",0.466237942122186,0.29903536977492,0.0836012861736334,0.128617363344051,0,0,0,0.022508038585209,0,0,"09761000",1954.53940474502,0,0,0,1842.3530197211,"09"
"DEBY007",27.50088601,2015,"EPSG:4979",10.88837,48.376576,477,"background","urban",0.129337539432177,0.615141955835962,0.217665615141956,0.028391167192429,0,0,0,0.00946372239747634,0,0,"09761000",1954.53940474502,0,0,0,787.353406099278,"09"
"DEBY009",22.77328989,2015,"EPSG:4979",10.887686,49.89833,231,"background","urban",0.0883280757097792,0.779179810725552,0.113564668769716,0,0,0,0,0.0189274447949527,0,0,"09461000",1334.22571512533,0,653.861492645812,0,1971.85156857177,"09"
"DEBY012",23.03092507,2015,"EPSG:4979",12.829314,48.177175,420,"background","suburban",0,0.440514469453376,0.180064308681672,0,0,0,0,0.112540192926045,0.154340836012862,0.112540192926045,"09171112",923.920534521472,2042.27353108703,0,0,0,"09"
"DEBY013",14.16540045,2015,"EPSG:4979",12.781387,48.182835,415,"background","rural-regional",0,0.0474683544303797,0,0,0,0,0,0,0.901898734177215,0.0506329113924051,"09171124",102.264713359808,0,1242.76505055299,0,0,"09"
"DEBY020",16.49394268,2015,"EPSG:4979",11.897492,50.320611,525,"background","suburban",0,0.674050632911392,0.193037974683544,0,0,0,0,0,0.132911392405063,0,"09464000",766.357845118212,2459.3343020533,0,0,0,"09"
"DEBY021",27.3586569,2015,"EPSG:4979",11.428766,48.769444,374,"traffic","urban",0.136942675159236,0.343949044585987,0.375796178343949,0,0,0,0,0.111464968152866,0,0,"09161000",990.98513039232,2938.35167234493,0,0,0,"09"
"DEBY028",23.26944387,2015,"EPSG:4979",11.879245,48.909518,348,"traffic","urban",0,0.452830188679245,0.0911949685534591,0,0,0,0,0,0.154088050314465,0.229559748427673,"09273137",210.466489747179,0,2984.56757218878,0,0,"09"
"DEBY030",20.30584002,2015,"EPSG:4979",11.948795,48.904228,340,"background","suburban",0,0.24203821656051,0,0,0,0,0,0,0.503184713375796,0.203821656050955,"09273166",122.762403466993,2027.3635501345,0,0,0,"09"
"DEBY031",21.74234548,2015,"EPSG:4979",10.306561,47.72514,678,"background","suburban",0.26517571884984,0.699680511182109,0,0,0,0,0,0,0,0.0351437699680511,"09763000",1059.07561122821,1412.63009487446,0,0,1099.75468027919,"09"
"DEBY032",19.09215011,2015,"EPSG:4979",11.442591,50.103135,303,"background","urban",0,0.515923566878981,0.452229299363057,0,0,0,0,0,0.0318471337579618,0,"09477128",279.250048081638,3187.1231716805,0,0,0,"09"
"DEBY033",28.89088426,2015,"EPSG:4979",12.157051,48.539801,390,"traffic","urban",0.0946372239747634,0.643533123028391,0.123028391167192,0,0,0,0,0.107255520504732,0.028391167192429,0.00315457413249211,"09261000",1044.81129106427,762.321292580114,0,0,0,"09"
"DEBY035",24.48643486,2015,"EPSG:4979",9.688869,47.557473,411,"traffic","urban",0.00958466453674121,0.645367412140575,0.0351437699680511,0,0,0,0,0.00319488817891374,0.172523961661342,0,"09776116",760.165333907045,0,2069.90645616153,0,805.977172597137,"09"
"DEBY037",63.55206006,2015,"EPSG:4979",11.564924,48.137252,521,"traffic","urban",0.781350482315113,0.115755627009646,0.045016077170418,0.0578778135048231,0,0,0,0,0,0,"09162000",4653.18400362357,0,0,0,2692.42207920862,"09"
"DEBY039",33.18022309,2015,"EPSG:4979",11.554669,48.154534,521,"background","urban",0.221864951768489,0.52411575562701,0.241157556270096,0,0,0,0,0.0128617363344051,0,0,"09162000",4653.18400362357,0,0,0,0,"09"
"DEBY049",11.35445459,2015,"EPSG:4979",11.777818,48.853211,359,"background","rural-regional",0,0,0,0,0,0,0,0,0.905362776025237,0.0410094637223975,"09273152",146.246791371896,0,2068.13880963344,0,0,"09"
"DEBY052",27.97647596,2015,"EPSG:4979",10.008293,48.397079,470,"background","urban",0.166666666666667,0.518867924528302,0.210691823899371,0,0,0,0,0.10062893081761,0,0.00314465408805031,"09775135",707.883253443396,0,2035.91516418386,0,0,"09"
"DEBY053",36.32819479,2015,"EPSG:4979",11.088444,49.44591,307,"traffic","urban",0.385852090032154,0.353697749196141,0.00964630225080386,0.176848874598071,0,0,0,0.067524115755627,0,0,"09564000",2716.11083339898,0,0,0,2038.93572883485,"09"
"DEBY058",29.31521033,2015,"EPSG:4979",11.0248,49.462229,300,"background","urban",0,0.295238095238095,0.625396825396825,0,0,0,0,0.0793650793650794,0,0,"09564000",2716.11083339898,1977.0553225426,0,678.421276657972,0,"09"
"DEBY063",40.78866215,2015,"EPSG:4979",12.101557,49.015245,337,"traffic","urban",0.187898089171975,0.547770700636943,0.10828025477707,0.054140127388535,0,0,0,0.0445859872611465,0,0,"09362000",1827.45814386493,1258.4201550846,0,0,1662.41277539278,"09"
"DEBY067",21.98460473,2015,"EPSG:4979",12.128139,49.321955,380,"background","suburban",0.00641025641025641,0.442307692307692,0.0705128205128205,0,0,0,0,0,0.182692307692308,0.298076923076923,"09376161",229.182675121539,0,0,0,0,"09"
"DEBY068",25.3730539,2015,"EPSG:4979",10.232076,50.048397,231,"background","urban",0.227848101265823,0.623417721518987,0.0537974683544304,0,0,0,0,0,0.0949367088607595,0,"09662000",1464.84956889183,3608.89937592562,780.629030253809,0,0,"09"
"DEBY072",6.14316026,2015,"EPSG:4979",12.548869,49.438464,755,"background","rural-regional",0,0,0,0,0,0,0,0,0.380191693290735,0.619808306709265,"09372163",42.9911944728497,0,0,0,0,"09"
"DEBY075",24.73979678,2015,"EPSG:4979",12.159361,49.67895,400,"background","urban",0.10223642172524,0.613418530351438,0.178913738019169,0,0,0,0,0,0.105431309904153,0,"09363000",594.882579396846,0,2027.17221720466,0,0,"09"
"DEBY088",18.54211626,2015,"EPSG:4979",12.538174,48.021657,488,"background","suburban",0,0.330188679245283,0.0408805031446541,0,0,0,0,0.0723270440251572,0.421383647798742,0.135220125786164,"09189157",213.528345760245,2282.03213332503,610.194353327082,0,0,"09"
"DEBY089",22.50312578,2015,"EPSG:4979",11.648036,48.173194,513,"background","suburban",0,0.348101265822785,0.132911392405063,0,0,0,0,0.0316455696202532,0.487341772151899,0,"09162000",4653.18400362357,0,0,0,0,"09"
"DEBY099",19.15187828,2015,"EPSG:4979",10.903051,48.326013,495,"background","suburban",0,0.39873417721519,0.414556962025316,0.00632911392405063,0,0,0,0,0.060126582278481,0.120253164556962,"09761000",1954.53940474502,0,0,0,0,"09"
"DEBY109",7.44084312,2015,"EPSG:4979",11.220172,47.968753,700,"background","rural-regional",0,0,0,0,0,0,0,0,0.297124600638978,0.702875399361022,"09188117",86.9552995551724,0,0,0,0,"09"
"DEBY110",49.01676678,2015,"EPSG:4979",10.896221,48.370237,485,"traffic","urban",0.332278481012658,0.54746835443038,0.0854430379746835,0.0348101265822785,0,0,0,0,0,0,"09761000",1954.53940474502,0,0,0,2062.6800973249,"09"
"DEBY111",31.26366633,2015,"EPSG:4979",11.570088,49.943637,337,"traffic","urban",0.137380191693291,0.619808306709265,0.23961661341853,0,0,0,0,0.00319488817891374,0,0,"09462000",1076.04217073729,3447.66199843185,0,0,0,"09"
"DEBY113",17.68063058,2015,"EPSG:4979",10.963528,49.605914,284,"background","suburban",0,0.309904153354633,0,0,0,0,0,0,0.172523961661342,0.488817891373802,"09562000",1388.23596730622,0,0,0,0,"09"
"DEBY115",83.6029184,2015,"EPSG:4979",11.536513,48.149606,521,"traffic","urban",0,0.765822784810127,0.151898734177215,0.0822784810126582,0,0,0,0,0,0,"09162000",4653.18400362357,1988.50905206482,0,0,0,"09"
